V1,V2
-0.925317582,183.956469
6.720932114,154.1360952
38.22348086,93.57779756
-5.818917388,61.00477385
10.69698196,30.26685007
-3.372117485,16.50360061
13.14378186,-3.682498584
60.55052998,-1.847398657
72.4786795,12.83340076
102.7578283,3.199126143
125.0848774,1.364026216
126.0024274,61.92232381
124.1673275,98.16554737
121.1088276,133.949996
88.68872886,165.6054697
89.30042884,189.4617688
43.11708067,189.9205437
